Filename,vehicleBrand,vehicleModel,vehicleVariant,vehicleType,registrationNumber,productionDate,mileageFromOdometer,vehicleTransmission,fuelType,drivetrain,basePrice,fuelConsumptionCombined,emissionsCO2,companyName,companyLocation,sellerType,locationCity,locationRegion
15361372.html,Volvo,V50,Station Wagon,Car,MLG-832,2005,339000,Automatic,Petrol,Front wheel,2180,0.0,,,,Seller,Alahärmä,Etelä-Pohjanmaa
15362163.html,Suzuki,SX4,Hatchback,Car,OTK-526,2016,78000,Manual,Petrol,Four wheel,16990,5.9,135,Autoliikkeelle Oy,Jyväskylä,Dealer,Jyväskylä,Keski-Suomi
15365634.html,Toyota,Corolla Verso,MPV,Car,VSI-439,2006,315000,Manual,Petrol,Front wheel,2990,7.7,184,AutoQ Oy,Hämeenlinna,Dealer,Hämeenlinna,Kanta-Häme
15363843.html,Fiat,Punto,Hatchback,Car,ZAI-321,2005,91000,Manual,Petrol,Front wheel,1590,0.0,136,,,Seller,Kokkola,Keski-Pohjanmaa
15359241.html,Opel,Astra,Station Wagon,Car,HXF-306,2006,325000,Manual,Petrol,Front wheel,1280,6.7,161,Auto-Kuopio Oy,Kuopio,Dealer,Kuopio,Pohjois-Savo
15365878.html,Peugeot,307,Station Wagon,Car,XBG-912,2004,315000,Manual,Petrol,Front wheel,1250,6.0,178,,,Seller,Kankaanpää,Satakunta
15366784.html,Ford,Focus,Station Wagon,Car,NHX-815,2011,323000,Manual,Diesel,Front wheel,2890,4.2,109,Autoliike Laajarinne Oy,Lahti,Dealer,Lahti,Päijät-Häme
15375243.html,Toyota,Hiace,Other,Car,XYO-723,2002,418000,Manual,Diesel,Four wheel,6350,9.3,246,,,Seller,Turku,Varsinais-Suomi
15370258.html,Peugeot,406,Sedan,Car,AIG-740,1997,325000,Automatic,Petrol,Front wheel,1390,0.0,,Auto ja Kone Alanojat,Hämeenlinna,Dealer,Hämeenlinna,Kanta-Häme
15361126.html,Toyota,Yaris,Hatchback,Car,ZJR-988,2012,134000,Automatic,Petrol,Front wheel,9000,0.0,118,,,Seller,Jyväskylä,Keski-Suomi
15371803.html,Toyota,Auris,Hatchback,Car,ZKY-225,2009,169146,Manual,Petrol,Front wheel,5000,0.0,,,,Seller,Lahti,Päijät-Häme
15360173.html,Ford,Focus,Station Wagon,Car,HPF-163,2005,344004,Manual,Petrol,Front wheel,1000,0.0,,,,Seller,Hamina,Kymenlaakso
15368798.html,Volvo,V40,Hatchback,Car,CJZ-548,2015,169000,Manual,Diesel,Front wheel,11000,0.0,88,,,Seller,Salo,Varsinais-Suomi
15362425.html,BMW,530,Station Wagon,Car,CZH-781,2006,453000,Automatic,Diesel,Four wheel,2300,0.0,227,,,Seller,Haapavesi,Pohjois-Pohjanmaa
15368674.html,Mercedes-Benz,C,Station Wagon,Car,YIA-222,2009,370000,Automatic,Diesel,Rear wheel,5200,0.0,170,,,Seller,Ylöjärvi,Pirkanmaa
15360925.html,Nissan,Primera,Station Wagon,Car,LJY-712,2006,308600,Manual,Petrol,Front wheel,1290,0.0,177,,,Seller,Espoo,Uusimaa
15366888.html,BMW,320,Station Wagon,Car,GLH-599,2006,392000,Manual,Diesel,Rear wheel,2750,0.0,,,,Seller,Eura,Satakunta
15360424.html,Mercedes-Benz,C,Sedan,Car,CIN-525,2012,165000,Manual,Diesel,Rear wheel,8900,0.0,127,,,Seller,Kuopio,Pohjois-Savo
15375730.html,Volkswagen,Transporter,Semilong - High,Van,UIV-776,2000,501000,Manual,Diesel,Front wheel,1000,0.0,,,,Seller,Taivalkoski,Pohjois-Pohjanmaa
15358762.html,Jaguar,XE,Sedan,Car,IOP-866,2018,179000,Automatic,Diesel,Rear wheel,12870,4.1,106,Autolähde Oy,Tampere,Dealer,Tampere,Pirkanmaa
15363474.html,BMW,320,Sedan,Car,HJY-404,1997,250000,Manual,Petrol,Rear wheel,1200,0.0,,,,Seller,Kemi,Lappi
15359488.html,Ford,Focus,Station Wagon,Car,EOX-554,2017,156000,Automatic,Petrol,Front wheel,9880,5.5,125,"Laatuautot.fi, Lohja",Lohja,Dealer,Lohja,Uusimaa
15370868.html,Peugeot,3008,All-terrain SUV,Car,KUH-225,2020,82000,Automatic,Petrol,Four wheel,20500,0.0,,,,Seller,Tampere,Pirkanmaa
15368192.html,Honda,Civic,Station Wagon,Car,NKG-493,2015,134500,Automatic,Petrol,Front wheel,13500,0.0,155,,,Seller,Kalajoki,Pohjois-Pohjanmaa
15368691.html,Peugeot,206,Hatchback,Car,AZC-336,2001,143000,Manual,Petrol,Front wheel,1050,0.0,149,,,Seller,Oulu,Pohjois-Pohjanmaa
15371354.html,Skoda,Enyaq,All-terrain SUV,Car,MOP-921,2022,108000,Automatic,Electric,Rear wheel,29900,0.0,,Future Store Drivalia,Vantaa,Dealer,Vantaa,Uusimaa
15368159.html,Citroen,DS4,Hatchback,Car,GKG-556,2011,58700,Automatic,Petrol,Front wheel,6400,0.0,149,,,Seller,Espoo,Uusimaa
15361155.html,Mercedes-Benz,E,Sedan,Car,YJH-501,2003,288000,Manual,Petrol,Rear wheel,6000,8.0,,,,Seller,Ulvila,Satakunta
15360221.html,Ford,Focus,Station Wagon,Car,CYC-201,2004,307750,Manual,Petrol,Front wheel,1000,6.8,163,,,Seller,Valkeala,Kymenlaakso
15365946.html,Mercedes-Benz,C,Station Wagon,Car,NEX-248,2000,640432,Automatic,Diesel,Rear wheel,1500,6.0,136,,,Seller,Kotka,Kymenlaakso
15365573.html,Toyota,Yaris,Hatchback,Car,TVY-453,2008,105000,Automatic,Petrol,Front wheel,2800,0.0,136,,,Seller,Helsinki,Uusimaa
15365028.html,Chevrolet,Astro,Short - Low,Van,NJI-81,1990,222000,Automatic,Petrol,Rear wheel,4900,0.0,,TOUCAR,Lempäälä,Dealer,Lempäälä,Pirkanmaa
15370628.html,Citroen,C3,Hatchback,Car,FIP-515,2008,166180,Manual,Petrol,Front wheel,1890,0.0,145,,,Seller,Riihimäki,Kanta-Häme
15370704.html,Mercedes-Benz,C,Sedan,Car,AYR-170,2001,355000,Automatic,Petrol,Rear wheel,1500,0.0,,,,Seller,Seinäjoki,Etelä-Pohjanmaa
15360557.html,MINI,Cooper,Hatchback,Car,OKZ-260,2010,215467,Automatic,Diesel,Front wheel,5200,0.0,134,,,Seller,Hyvinkää,Uusimaa
15359374.html,Nissan,Micra,Hatchback,Car,GMF-719,2016,84000,Manual,Petrol,Front wheel,6590,5.0,115,Optimal Car Center,Tuusula,Dealer,Tuusula,Uusimaa
15368611.html,Nissan,Note,MPV,Car,ATY-479,2008,275500,Manual,Petrol,Front wheel,1300,0.0,,,,Seller,Helsinki,Uusimaa
15371215.html,Nissan,Primera,Station Wagon,Car,CYL-887,2005,359000,Manual,Petrol,Front wheel,1490,0.0,173,,,Seller,Lahti,Päijät-Häme
15359214.html,Mercury,Monterey,Coupé,Car,ACB-129,1954,,Manual,Petrol,Rear wheel,6950,0.0,,,,Seller,Tammela,Kanta-Häme
15369447.html,Suzuki,Vitara,All-terrain SUV,Car,VFH-472,1991,,Manual,Petrol,Four wheel,2650,0.0,,,,Seller,Rovaniemi,Lappi
15367370.html,Kia,Ceed,Station Wagon,Car,JMT-172,2022,36000,Automatic,Hybrid (petrol/electric),Front wheel,24900,1.2,29,Future Store Drivalia,Vantaa,Dealer,Vantaa,Uusimaa
15371327.html,Skoda,Octavia,Sedan,Car,HLZ-591,2010,222000,Manual,Petrol,Front wheel,3490,6.3,148,Visa-Auto Oy,Raisio,Dealer,Raisio,Varsinais-Suomi
15362752.html,Honda,CR-V,All-terrain SUV,Car,EYJ-295,2000,424000,Automatic,Petrol,Four wheel,1890,0.0,,TMI TERO IMMONEN,Ylöjärvi,Dealer,Ylöjärvi,Pirkanmaa
15373414.html,Volkswagen,Golf,Hatchback,Car,FEG-928,1999,270000,Manual,Petrol,Front wheel,1350,0.0,,,,Seller,Kotka,Kymenlaakso
15358863.html,Volkswagen,Transporter,MPV,Car,GKY-287,2014,498000,Automatic,Diesel,Front wheel,8000,0.0,198,,,Seller,Suonenjoki,Pohjois-Savo
15362853.html,Volkswagen,Transporter,Long - Low,Van,OVL-111,2016,255000,Manual,Diesel,Front wheel,15990,6.3,164,Suomen Työauto,Lieto,Dealer,Lieto,Varsinais-Suomi
15374365.html,Mazda,6,Hatchback,Car,ZRY-405,2008,295000,Automatic,Petrol,Front wheel,2800,0.0,182,,,Seller,Vantaa,Uusimaa
15364677.html,Toyota,Proace,Short - Low,Van,FMX-919,2017,231000,Manual,Diesel,Front wheel,10850,5.3,139,"Laatuautot.fi, Lohja",Lohja,Dealer,Lohja,Uusimaa
15359110.html,Opel,Vivaro,Long - Low,Van,XUY-138,2011,199000,Manual,Diesel,Front wheel,8990,0.0,229,BilBox Oy,Tampere,Dealer,Tampere,Pirkanmaa
15362883.html,Mercedes-Benz,200,Station Wagon,Car,EVA-556,2011,183700,Automatic,Petrol,Rear wheel,13950,8.1,188,Auto-CenterElo,Nokia,Dealer,Nokia,Pirkanmaa
15373214.html,Nissan,Terrano II,All-terrain SUV,Car,,2003,316000,Manual,Diesel,Four wheel,2900,0.0,,,,Seller,Äänekoski,Keski-Suomi
15364720.html,Mercedes-Benz,Sprinter,Extension cabin,Car,SOV-943,2022,112000,Automatic,Diesel,Four wheel,74900,9.9,261,Work Cars Jyväskylä,Jyväskylä,Dealer,Jyväskylä,Keski-Suomi
15376331.html,Volkswagen,Polo,Hatchback,Car,EXH-548,2005,157800,Manual,Petrol,Front wheel,1000,0.0,154,,,Seller,Helsinki,Uusimaa
15360658.html,Ford,Fiesta,Sedan,Car,HMF-563,2005,271500,Manual,Petrol,Front wheel,1900,0.0,,,,Seller,Kuopio,Pohjois-Savo
15362513.html,Kia,Ceed,Station Wagon,Car,LZC-329,2010,218000,Manual,Petrol,Front wheel,4990,6.0,142,MK Automyynti Oy,Rovaniemi,Dealer,Rovaniemi,Lappi
15367907.html,Toyota,Corolla,Sedan,Car,HIM-454,1998,249000,Manual,Petrol,Front wheel,2450,0.0,,"AutoOlli , Tuulensuoja Oy",Iisalmi,Dealer,Iisalmi,Pohjois-Savo
15375133.html,Mercedes-Benz,C,Sedan,Car,OUT-187,2015,199000,Automatic,Diesel,Rear wheel,13990,0.0,116,,,Seller,Espoo,Uusimaa
15370929.html,Mercedes-Benz,Citan,Other,Van,MB-150,2013,238000,Manual,Diesel,Front wheel,8900,0.0,123,AUTO PAIKKA,Helsinki,Dealer,Helsinki,Uusimaa
15363977.html,BMW,525,Station Wagon,Car,ABF-287,2003,347000,Automatic,Petrol,Rear wheel,2700,0.0,,,,Seller,Helsinki,Uusimaa
15368745.html,Hyundai,Sonata,Sedan,Car,AEI-681,2007,199000,Automatic,Petrol,Front wheel,2950,0.0,,,,Seller,Imatra,Etelä-Karjala
15374900.html,Volkswagen,Touran,MPV,Car,ECF-190,2006,398590,Manual,Diesel,Front wheel,1900,5.0,,,,Seller,Hämeenlinna,Kanta-Häme
15375004.html,Ford,Focus,Station Wagon,Car,ZBZ-161,2008,226000,Manual,Diesel,Front wheel,1500,0.0,118,,,Seller,Lappeenranta,Etelä-Karjala
15364527.html,Volvo,XC70,Station Wagon,Car,VJF-231,2002,470000,Automatic,Petrol,Four wheel,1300,0.0,,,,Seller,Kokkola,Keski-Pohjanmaa
15361760.html,Volvo,XC70,Station Wagon,Car,RLG-994,2008,,Automatic,Diesel,Four wheel,4800,0.0,277,,,Seller,Raahe,Pohjois-Pohjanmaa
15365404.html,Volvo,V60,Station Wagon,Car,CJP-517,2015,255000,Manual,Diesel,Front wheel,2000,0.0,,,,Seller,Nokia,Pirkanmaa
15364849.html,Nissan,X-Trail,All-terrain SUV,Car,ORI-972,2005,300450,Manual,Petrol,Four wheel,2290,0.0,,,,Seller,Jyväskylä,Keski-Suomi
15370680.html,Peugeot,308,Station Wagon,Car,GMG-730,2016,92000,Manual,Petrol,Front wheel,7450,0.0,,AUTOLIIKE MIKA NIEMINEN,Uusikaupunki,Dealer,Uusikaupunki,Varsinais-Suomi
15358549.html,Nissan,Qashqai,MPV,Car,YVS-115,2010,185000,Manual,Petrol,Front wheel,5490,6.6,155,AutoQ Oy,Hämeenlinna,Dealer,Hämeenlinna,Kanta-Häme
